,genres,ID,title,vote_average,vote_count,releasedate,director_gender,prod_countries
8761,"Drama, Crime, Thriller",398535,Udta Punjab,7.4,32.0,2016,male,India
8762,"Comedy, Foreign",57880,I Love Hong Kong,5.9,6.0,2011,male,Hong Kong
8763,Horror,24921,Rise of the Gargoyles,4.4,16.0,2009,male,Canada
8764,Unknown,57458,A Letter to Uncle Boonmee,6.1,7.0,2009,male,Germany
8765,"Drama, Crime",183855,The Asphalt Kiss,6.4,4.0,1981,male,Brazil
8766,Unknown,199883,Besame Mucho,6.0,1.0,1987,male,Brazil
8767,Drama,70461,IP5: The Island of Pachyderms,6.1,5.0,1992,male,France
8768,"Drama, War",68309,The Wooden Horse,6.8,7.0,1950,male,United Kingdom
8769,"Comedy, Drama, Thriller, Foreign",76474,Doc Martin,5.6,9.0,2001,male,United Kingdom
8770,Unknown,92691,Without Memory,6.0,2.0,1996,male,Japan
8771,"Science Fiction, Horror",98106,Spasms,5.5,7.0,1983,male,Canada
8772,"Thriller, Horror",71503,Cries in the Night,6.3,7.0,1980,male,Canada
8773,"Romance, Thriller, Science Fiction, Horror",61689,Thirst,4.9,14.0,1979,male,Australia
8774,"Action, Drama, Crime, Foreign",90351,Sympathy for the Underdog,6.6,7.0,1971,male,Japan
8775,"Drama, Crime",60971,Underworld Beauty,5.3,8.0,1958,male,Japan
8776,"Action, Crime, Thriller",131737,St George's Day,4.8,10.0,2012,male,United Kingdom
8777,"Crime, Thriller",393562,Raman Raghav 2.0,7.1,27.0,2016,male,India
8778,"Action, Adventure",258489,The Legend of Tarzan,5.5,2488.0,2016,male,Canada
8779,"Action, Science Fiction",254575,Memory Run,4.5,1.0,1995,male,United States of America
8780,"Drama, History",315439,The Throne,6.7,17.0,2015,male,South Korea
8781,"Comedy, Romance",53010,La Chance de ma vie,5.6,79.0,2011,male,France
8782,Thriller,214209,Hide and Seek,6.7,19.0,2013,male,South Korea
8783,"Comedy, Drama",367999,The Last Will Be the Last,6.6,43.0,2015,male,Italy
8784,Horror,343173,The ReZort,5.5,87.0,2016,male,Belgium
8785,"Action, Drama, War",27123,The Trench,5.6,12.0,1999,male,France
8786,"Action, Crime, Thriller",359412,Marauders,5.9,148.0,2016,male,Canada
8787,"Thriller, Mystery",230722,Steel Cold Winter,6.6,6.0,2013,male,South Korea
8788,Fantasy,27243,Dragons: A Fantasy Made Real,7.1,5.0,2004,male,United Kingdom
8789,"Drama, Mystery",346641,The Nightmare,6.3,26.0,2015,male,Germany
8790,Drama,196324,The Good Life,7.0,4.0,2008,male,France
8791,"Action, Thriller, Horror",49237,Fair Game,5.8,9.0,1986,male,Australia
8792,"Drama, Crime",35007,It Always Rains on Sunday,6.8,7.0,1947,male,United Kingdom
8793,"Action, Adventure, Foreign",83876,The Avenging Eagle,6.4,5.0,1978,male,Hong Kong
8794,"Comedy, Drama, Family",254664,The Journey,7.7,3.0,2014,male,Malaysia
8795,"Drama, Science Fiction",108063,Atomic War Bride,5.0,2.0,1960,male,Croatia
8796,"Comedy, Adventure, Western",41294,¡Por mis... pistolas!,5.0,3.0,1968,male,Mexico
8797,"Comedy, Drama, Family",45192,El profe,5.5,4.0,1971,male,Mexico
8798,"Action, Drama, Thriller, Foreign",70193,Hazard,7.4,5.0,2005,male,Japan
8799,Drama,66062,Into a Dream,6.0,2.0,2005,male,Japan
8800,"Drama, Fantasy, Animation",337703,The Red Turtle,7.6,241.0,2016,male,France
8801,Drama,364051,The Innocents,7.1,87.0,2016,female,Poland
8802,"Documentary, Music",359641,Argentina,3.3,2.0,2015,male,Argentina
8803,Drama,354275,"Right Now, Wrong Then",7.6,19.0,2015,male,South Korea
8804,Comedy,62675,Distracted,5.8,18.0,1970,male,France
8805,Comedy,41004,El señor doctor,5.6,4.0,1965,male,Mexico
8806,Comedy,145481,Don Quijote cabalga de nuevo,5.2,3.0,1973,male,Mexico
8807,Comedy,82776,El ministro y yo,6.0,1.0,1977,male,Mexico
8808,Comedy,41298,El patrullero 777,7.0,2.0,1978,male,Mexico
8809,Comedy,45191,El barrendero,6.5,5.0,1982,male,Mexico
8810,Mystery,118014,The Seashell and the Clergyman,7.3,10.0,1928,female,France
8811,"Comedy, Drama",371865,Slack Bay,5.7,68.0,2016,male,France
8812,Drama,392817,The Student,6.3,25.0,2016,male,Russia
8813,Drama,338189,It's Only the End of the World,7.3,411.0,2016,male,Canada
8814,"Action, Drama, Crime",31128,Final Justice,1.3,6.0,1985,male,Italy
8815,"Drama, Crime",103396,The Devil Strikes at Night,6.8,4.0,1957,male,Germany
8816,"Action, Drama, Adventure",360249,The Last King,5.2,47.0,2016,male,Norway
8817,Drama,362876,Califórnia,7.7,11.0,2015,female,Brazil
8818,"Comedy, Adventure, History",4279,The Married Couple of the Year Two,5.8,11.0,1971,male,France
8819,"Comedy, Drama, Romance, Foreign",15467,Kismat Konnection,5.0,17.0,2008,male,India
8820,Documentary,86320,Twenty Years Later,7.0,3.0,1984,male,Brazil
8821,Action,68895,The King of the Kickboxers,5.9,15.0,1990,male,United States of America
8822,"Drama, History, War",314837,The Emperor in August,7.0,5.0,2015,male,Japan
8823,"Drama, Crime, Thriller",325789,The Infiltrator,6.6,592.0,2016,male,United Kingdom
8824,"Comedy, Drama, Crime",308266,War Dogs,6.8,1392.0,2016,male,Cambodia
8825,"Crime, Thriller",351809,To Steal from a Thief,6.1,103.0,2016,male,Argentina
8826,"Mystery, Horror",28073,Curse of the Crimson Altar,5.2,12.0,1968,male,United Kingdom
8827,"Drama, Romance, Animation",54821,Adam,6.0,5.0,1992,male,United Kingdom
8828,"Action, Crime, Thriller",86254,Crash Landing,4.7,7.0,2006,male,Canada
8829,"Drama, Mystery, Horror",46879,Films to Keep You Awake: Spectre,5.6,9.0,2006,male,Spain
8830,Drama,76348,Us Two,9.0,2.0,1979,male,France
8831,Drama,159942,An Episode in the Life of an Iron Picker,7.3,7.0,2013,male,Bosnia and Herzegovina
8832,Documentary,332806,I Am Belfast,7.5,4.0,2016,male,United Kingdom
8833,"Comedy, Drama",353163,The Mirage,5.5,8.0,2015,male,Canada
8834,"Fantasy, Family, Animation",79596,The Emperor's Nightingale,4.0,2.0,1949,male,Czech Republic
8835,"Mystery, Horror",50688,Isle of the Snake People,1.8,2.0,1971,male,Mexico
8836,"Drama, Crime, Thriller, Mystery",77864,That Girl in Yellow Boots,6.1,6.0,2010,male,India
8837,"Foreign, Horror",42591,The Bloody Judge,6.4,5.0,1970,male,Liechtenstein
8838,"History, Mystery, Horror",12602,The Torture Chamber of Dr. Sadism,6.3,12.0,1967,male,Germany
8839,"Drama, Adventure",29924,Around the World in 80 Days,6.2,21.0,1989,male,United States of America
8840,"Drama, Family",73772,Greyfriars Bobby,4.8,4.0,2005,male,United Kingdom
8841,Horror,27144,The Dark Eyes of London,5.8,3.0,1939,male,United Kingdom
8842,"Comedy, Romance",352694,Poison Berry in my Brain,6.0,1.0,2015,male,Japan
8843,Drama,373473,Little Men,6.7,47.0,2016,male,Greece
8844,Horror,347642,Bite,5.1,30.0,2015,male,Canada
8845,Drama,140894,Tricked,4.5,18.0,2012,male,Netherlands
8846,Drama,27154,Happy End,6.2,9.0,1999,male,South Korea
8847,"Drama, Adventure, Thriller, Horror",403119,47 Meters Down,5.1,548.0,2017,male,United Kingdom
8848,"History, Documentary",340712,Gabo: The Creation of Gabriel Garcia Marquez,7.0,1.0,2015,male,Spain
8849,Drama,266036,Misunderstood,6.0,14.0,2014,female,France
8850,Drama,123628,We Think the World of You,8.0,3.0,1988,male,United Kingdom
8851,"Comedy, Drama, TV Movie",120729,An Englishman Abroad,6.0,1.0,1983,male,United Kingdom
8852,Drama,198491,The Return of the Soldier,6.3,2.0,1982,male,United Kingdom
8853,"Comedy, Drama, Foreign",154399,Hands Up!,5.0,1.0,1981,male,Poland
8854,"Comedy, Adventure, Family, Animation",368940,Robinson Crusoe,5.8,85.0,2016,male,Belgium
8855,"Comedy, Romance",62009,Bimboland,4.3,18.0,1998,male,France
8856,"Family, Animation",314580,VeggieTales: Very Silly Songs,7.5,1.0,1997,male,United States of America
8857,"Comedy, Drama, Music",112699,Street Angel,5.0,1.0,1937,male,China
8858,"Action, Fantasy, Foreign",32091,The Touch,5.9,12.0,2002,male,China
8859,"Thriller, History, War",351339,Anthropoid,6.9,251.0,2016,male,Czech Republic
8860,"Drama, Thriller",337674,Elle,6.6,498.0,2016,male,Belgium
8861,"Drama, History, Family",254679,The Little House,6.7,15.0,2014,male,Japan
8862,"Drama, Family, TV Movie",397520,Anne of Green Gables,6.0,13.0,2016,male,Canada
8863,"Drama, Romance",64133,The Lorry,5.0,3.0,1977,female,France
8864,Science Fiction,94502,Starship,5.5,4.0,1984,male,Australia
8865,Drama,17376,Anna M.,5.3,11.0,2007,male,France
8866,"Drama, Crime",77649,The Upturned Glass,7.8,4.0,1947,male,United Kingdom
8867,"Thriller, Mystery",105506,Grandmaster,6.1,10.0,2012,male,India
8868,"Crime, Adventure, Thriller",109020,Rough Shoot,6.0,2.0,1953,male,United Kingdom
8869,Drama,185154,Autobiography of a Princess,5.0,1.0,1975,male,United Kingdom
8870,"Thriller, Horror",368031,Friend Request,5.3,376.0,2016,male,Germany
8871,"Drama, Romance, Music",403593,Bazodee,10.0,1.0,2016,male,Trinidad and Tobago
8872,"Drama, Music",26803,Breaking Glass,7.0,12.0,1980,male,United Kingdom
8873,"Action, Drama, Adventure",118490,Jedda,6.3,2.0,1955,male,Australia
8874,"Drama, Crime, Thriller",118946,Those Who Kill - Shadow of the Past,5.3,5.0,2012,male,Denmark
8875,"Drama, Crime, Thriller",99758,Swerve,5.1,10.0,2012,male,Australia
8876,"Comedy, Foreign",68551,Shades,6.0,1.0,1999,male,Belgium
8877,"Action, Science Fiction",27391,Polar Storm,4.1,17.0,2009,male,Canada
8878,"Comedy, Drama",27595,Charlie & Boots,6.9,11.0,2009,male,Australia
8879,"Crime, Thriller, Mystery, Horror",22745,The Seamstress,4.0,13.0,2009,male,Canada
8880,"Thriller, Horror",211505,Dabbe: Bir cin vakasi,6.3,10.0,2012,male,Turkey
8881,Thriller,26911,Secret Smile,6.0,13.0,2005,male,United Kingdom
8882,Comedy,86096,The Children,6.3,6.0,1985,female,France
8883,"Drama, Romance, Thriller",42084,Cal,5.9,11.0,1984,male,United Kingdom
8884,Drama,369019,Captain Webb,4.4,4.0,2015,male,United Kingdom
8885,"Thriller, Fantasy, Mystery",294795,The 9th Life of Louis Drax,6.5,128.0,2016,male,Canada
8886,"Comedy, Action",270774,Skiptrace,5.5,181.0,2016,male,China
8887,"Comedy, Horror",19723,The League of Gentlemen's Apocalypse,6.6,16.0,2005,male,United Kingdom
8888,Drama,71559,Love Like Poison,6.3,5.0,2010,female,France
8889,"Thriller, Horror",69870,The Sender,5.6,9.0,1982,male,United Kingdom
8890,"Drama, Mystery, Horror",330982,The Childhood of a Leader,5.9,59.0,2016,male,France
8891,"Drama, War",77660,The Fifth Seal,6.6,10.0,1976,male,Hungary
8892,"Drama, Romance",88558,A Town Like Alice,6.0,10.0,1956,male,United Kingdom
8893,"Comedy, Action, Crime",213681,Masterminds,5.6,600.0,2016,male,United States of America
8894,"Documentary, Music",404141,One More Time with Feeling,8.4,20.0,2016,male,United Kingdom
8895,Documentary,164580,The Spirit of '45,6.0,3.0,2013,male,United Kingdom
8896,Drama,283552,The Light Between Oceans,6.9,403.0,2016,male,New Zealand
8897,Drama,317557,Queen of Katwe,7.1,103.0,2016,female,United States of America
8898,"Action, Drama",296524,Deepwater Horizon,6.5,1478.0,2016,male,Hong Kong
8899,"Drama, Adventure, Fantasy",283366,Miss Peregrine's Home for Peculiar Children,6.5,3213.0,2016,male,Belgium
8900,"Drama, Thriller",296865,A Monster with a Thousand Heads,5.9,11.0,2016,male,Uruguay
8901,"Drama, Mystery, Horror",394051,Phantom of the Theatre,6.4,4.0,2016,male,China
8902,"Comedy, Action",393441,Dishoom,5.5,22.0,2016,male,India
8903,"Romance, Thriller",400247,Gentleman,8.5,2.0,2016,male,India
8904,"Action, Drama, Crime",366080,Kabali,5.9,21.0,2016,male,Malaysia
8905,"Drama, Romance, Adventure, History",402672,Mohenjo Daro,6.7,26.0,2016,male,India
8906,"Action, Drama, History, War",407887,Operation Chromite,5.5,32.0,2016,male,South Korea
8907,Drama,368942,A Quiet Passion,7.5,26.0,2016,male,Belgium
8908,Drama,348677,The Model,5.9,31.0,2016,male,Poland
8909,"Comedy, Romance",267800,Sundown,5.9,30.0,2016,male,Mexico
8910,Drama,340485,American Honey,6.5,213.0,2016,female,United Kingdom
8911,"Comedy, Foreign",139521,Matru Ki Bijlee Ka Mandola,5.6,21.0,2013,male,India
8912,Horror,53245,Yeti: Curse of the Snow Demon,2.9,13.0,2008,male,Canada
8913,"Drama, Romance",361069,Blush,6.2,9.0,2015,female,Israel
8914,Drama,383064,Road to Istanbul,6.8,5.0,2016,male,Algeria
8915,"Comedy, Music",339792,David Brent: Life on the Road,6.0,104.0,2016,male,United Kingdom
8916,"Comedy, History",36918,The Emperor and the Golem,7.2,6.0,1952,male,Czech Republic
8917,"Comedy, Music",74199,Big Beat,3.5,2.0,1993,male,Czech Republic
8918,Thriller,369443,Fatal Intuition,5.8,9.0,2015,male,South Korea
8919,"Thriller, Horror",381034,I Am Not a Serial Killer,6.2,126.0,2016,male,Ireland
8920,Comedy,48250,Fascisti su Marte,6.5,13.0,2006,male,Italy
8921,Drama,119769,The Serpent's Way,6.0,2.0,1986,male,Sweden
8922,Drama,125882,The Ox,6.5,3.0,1991,male,Denmark
8923,"Comedy, Drama",40627,Cuisine et dépendances,6.3,12.0,1993,male,France
8924,Comedy,20072,Agathe Cléry,4.8,54.0,2008,male,France
8925,"Action, Science Fiction, Animation",296917,Psycho-Pass: The Movie,7.2,40.0,2015,male,Japan
8926,Drama,135990,Shell,6.4,15.0,2012,male,United Kingdom
8927,Drama,310442,The Lost Honour of Christopher Jefferies,7.2,15.0,2014,male,United Kingdom
8928,Drama,333367,Sky,6.4,17.0,2015,female,Germany
8929,"Action, Drama, Adventure, Science Fiction, Horror",315011,Shin Godzilla,6.6,152.0,2016,male,Japan
8930,Action,412678,Cartels,5.0,13.0,2016,male,Romania
8931,"Drama, War",63186,La pelle,5.3,4.0,1981,female,Italy
8932,Documentary,395985,Terra,9.1,9.0,2015,male,France
8933,"Drama, Romance, Animation",372058,Your Name.,8.5,1030.0,2016,male,Japan
8934,Animation,361705,Birdboy: The Forgotten Children,7.7,7.0,2015,male,Spain
8935,"Comedy, Adventure, Fantasy, Family, TV Movie",63700,My Babysitter's a Vampire,5.6,54.0,2010,male,Canada
8936,Drama,377852,Greetings From Fukushima,5.8,9.0,2016,female,Germany
8937,"Comedy, Drama, History",314404,Wondrous Boccaccio,5.8,24.0,2015,male,France
8938,"Comedy, Drama",381691,Maheshinte Prathikaaram,7.7,9.0,2016,male,India
8939,"Drama, History",198518,Letters from Marusia,4.8,5.0,1976,male,Mexico
8940,Drama,214041,Under The Sign Of Scorpio,4.0,2.0,1969,male,Italy
8941,"Comedy, Action",46040,Tees Maar Khan,3.7,25.0,2010,female,India
8942,"Comedy, Foreign",75896,Rascals,2.7,3.0,2011,male,India
8943,"Comedy, Drama, Romance, Fantasy",26153,God Tussi Great Ho,3.0,5.0,2008,male,India
8944,"Drama, Thriller, Horror",356191,Demon,5.9,26.0,2015,male,Israel
8945,"Action, Drama, Crime",69775,Murder 2,5.6,14.0,2011,male,India
8946,"Drama, Crime",351037,The Ardennes,7.2,44.0,2015,male,Belgium
8947,Drama,245692,The Search,7.1,26.0,2014,male,Georgia
8948,"Drama, Thriller",390497,Tunnel,7.2,72.0,2016,male,South Korea
8949,"Drama, Romance, War",363841,Guernica,5.3,41.0,2016,male,Spain
8950,"Drama, Crime, Thriller",350839,Cash Only,5.6,8.0,2015,male,Albania
8951,Drama,254323,Jack,7.8,9.0,2014,male,Germany
8952,Thriller,209103,The Jungle,3.4,8.0,2013,male,Australia
8953,"Comedy, Drama",320873,Dhanak,7.9,7.0,2015,male,India
8954,Documentary,282996,Erebus: Operation Overdue,7.0,1.0,2014,male,New Zealand
8955,"Drama, History, War",324786,Hacksaw Ridge,7.8,3294.0,2016,male,Australia
8956,"Comedy, Drama",67255,The Crazy Family,6.4,7.0,1984,male,Japan
8957,"Comedy, Action, Fantasy, Science Fiction, Horror",78163,School in the Crosshairs,4.0,2.0,1981,male,Japan
8958,"Action, Drama",45554,Kill,2.0,1.0,2008,male,Japan
8959,"Action, Foreign",88535,"Detective Bureau 2-3: Go to Hell, Bastards!",7.3,3.0,1963,male,Japan
8960,"Drama, Romance",65839,It Doesn't Hurt Me,5.9,9.0,2006,male,Russia
8961,"Drama, Foreign",127236,Me Too,5.5,10.0,2012,male,Russia
8962,Documentary,338544,For the Love of Spock,7.8,48.0,2016,male,Canada
8963,"Comedy, Romance",370978,"Kiki, Love to Love",6.4,93.0,2016,male,Spain
8964,Comedy,55156,Hail the Judge,7.4,12.0,1994,male,Hong Kong
8965,"Comedy, Animation",333372,"Wings, Legs and Tails",4.9,8.0,1986,male,Russia
8966,"Drama, War",293767,Billy Lynn's Long Halftime Walk,5.9,158.0,2016,male,China
8967,"Documentary, Music",391698,The Beatles: Eight Days a Week - The Touring Years,7.6,92.0,2016,male,United Kingdom
8968,"Drama, Romance, History",354859,The Promise,7.3,69.0,2017,male,Spain
8969,Mystery,362293,Voice Without a Shadow,4.0,1.0,1958,male,Japan
8970,"Drama, Romance",339419,Loving,6.5,275.0,2016,male,United Kingdom
8971,Documentary,127369,The End of Time,8.7,3.0,2012,male,Canada
8972,"Thriller, Horror",284564,31,4.9,193.0,2016,male,United Kingdom
8973,"Family, Animation",56391,The Adventures of Scamper the Penguin,6.3,7.0,1987,male,Japan
8974,Horror,56109,Swamp Devil,3.6,8.0,2008,male,Canada
8975,"Drama, Mystery",24007,More Things That Happened,9.2,5.0,2007,male,France
8976,"Drama, History",329718,Finding Altamira,5.7,37.0,2016,male,Spain
8977,Comedy,329639,Love Stories,4.5,2.0,2016,male,Brazil
8978,"Comedy, Romance",390669,One Kiss,7.1,88.0,2016,male,Italy
8979,Horror,28659,Cat Girl,4.5,3.0,1957,male,United Kingdom
8980,"Action, Drama, Thriller",52247,The Herb of the Rat,6.5,2.0,2008,male,Brazil
8981,"Drama, Romance",376166,From the Land of the Moon,6.7,63.0,2016,female,Canada
8982,"Adventure, Science Fiction, Horror",81477,Mad Doctor of Blood Island,4.1,5.0,1969,male,United States of America
8983,"Comedy, Romance",72733,Bangkok Traffic Love Story,7.4,7.0,2009,male,Thailand
8984,"Drama, Crime, Thriller",340677,I.T.,5.3,198.0,2016,male,France
8985,"Drama, TV Movie",61528,Born Equal,6.3,3.0,2006,male,United Kingdom
8986,"Drama, Fantasy, Mystery",374464,Planetarium,4.7,42.0,2016,female,Belgium
8987,"Drama, Fantasy",258230,A Monster Calls,6.8,1023.0,2016,male,Spain
8988,"Thriller, Science Fiction, Horror",40217,Terminal Invasion,4.2,18.0,2002,male,Canada
8989,Drama,374671,After the Storm,7.2,55.0,2016,male,Japan
8990,"Drama, Adventure",191536,In the Shadow of Death,6.5,1.0,1971,male,Latvia
8991,"Action, Horror",47177,Devil's Playground,5.2,36.0,2010,male,United Kingdom
8992,Comedy,382511,Penny Pincher!,5.4,222.0,2016,male,France
8993,"History, Documentary",57924,Auschwitz,3.3,5.0,2011,male,Germany
8994,"Action, Drama, Romance, Foreign",75004,Poongsan,6.3,8.0,2011,male,South Korea
8995,"Comedy, Romance",161908,Head Over Heels 2,6.1,33.0,2012,male,Brazil
8996,"Drama, Thriller",98277,Paris Under Watch,6.2,13.0,2012,male,France
8997,"Comedy, Fantasy, Foreign",79779,Pastorela,6.0,7.0,2011,male,Mexico
8998,Comedy,1609,There's Only One Jimmy Grimble,7.0,34.0,2000,male,France
8999,"Comedy, Drama, Fantasy",336776,Love & Peace,7.0,9.0,2015,male,Japan
9000,"Thriller, Mystery",250278,Seventh Code,6.0,4.0,2013,male,Japan
9001,Drama,286313,Free Fall,4.0,3.0,2014,male,France
9002,"Crime, Thriller, Horror",60504,Bone Daddy,3.0,2.0,1998,male,United States of America
9003,"Drama, Crime, Romance, Mystery",62722,The Green Glove,6.7,3.0,1952,male,France
9004,"Drama, Thriller, Horror",375366,The Girl with All the Gifts,6.4,453.0,2016,male,United Kingdom
9005,"Drama, Mystery, Horror",124501,In the Dark Half,6.0,4.0,2012,male,United Kingdom
9006,"Action, Fantasy, Science Fiction, Horror",276624,I Am a Hero,6.7,58.0,2015,male,Japan
9007,"Action, Crime",408620,Asura: The City of Madness,5.8,12.0,2016,male,South Korea
9008,"Action, Adventure",413198,Call of Heroes,6.3,25.0,2016,male,China
9009,"Drama, Family, Animation",393559,My Life as a Zucchini,7.7,215.0,2016,male,Switzerland
9010,"Thriller, Mystery",387845,Musudan,5.5,3.0,2016,male,South Korea
9011,"Drama, Horror",72309,Marquis de Sade: Justine,5.8,12.0,1969,male,Germany
9012,"Comedy, Romance",414276,Freaky Ali,7.3,3.0,2016,male,India
9013,"Comedy, Drama",384664,Goodbye Berlin,7.3,49.0,2016,male,Germany
9014,"Drama, Crime",60759,Payroll,6.4,5.0,1961,male,United Kingdom
9015,"Comedy, Adventure",142770,True Friends,5.5,5.0,1954,male,Russia
9016,Comedy,135286,Watch Your Left,6.0,5.0,1936,male,France
9017,Unknown,228687,Playboy Bong,6.5,1.0,2013,male,South Korea
9018,Documentary,411009,Amanda Knox,6.7,138.0,2016,male,Denmark
9019,Comedy,160821,I'm a Standard Supporter,4.5,2.0,2013,male,France
9020,"Action, Adventure, Fantasy",411442,Time Raiders,7.3,4.0,2016,male,China
9021,"Action, Thriller, Foreign",61187,Star Runner,5.5,1.0,2003,male,South Korea
9022,"Drama, Crime, Romance, Foreign",45505,Moonlight Express,4.5,3.0,1999,male,Hong Kong
9023,Unknown,117592,The Seahorse,7.8,4.0,1934,male,France
9024,"Comedy, Science Fiction, Horror",22455,Body Melt,5.5,26.0,1994,male,Australia
9025,"Action, Drama",376565,The Duelist,6.0,20.0,2016,male,Russia
9026,Drama,382170,A Bride for Rip Van Winkle,6.7,11.0,2016,male,Japan
9027,Thriller,411638,The Fury of a Patient Man,6.7,105.0,2016,male,Spain
9028,Drama,241639,The Nightingale,7.8,10.0,2014,male,France
9029,Thriller,336055,Office,6.4,8.0,2015,male,South Korea
9030,Drama,16236,Mansfield Park,5.6,29.0,2007,male,United Kingdom
9031,"Romance, TV Movie",396394,The Convenient Groom,6.0,4.0,2016,male,Canada
9032,"Romance, Western, Music",27074,Oklahoma!,4.6,6.0,1999,male,United Kingdom
9033,"Comedy, Drama, Family, TV Movie",49350,Harriet the Spy: Blog Wars,4.2,46.0,2010,male,Canada
