,genres,ID,title,vote_average,vote_count,releasedate,director_gender,prod_countries
331,Drama,25994,The Winter Guest,6.9,10.0,1997,male,United Kingdom
332,"Comedy, Drama",27103,My Life in Pink,7.2,28.0,1997,male,Belgium
333,"Science Fiction, Mystery",2666,Dark City,7.2,838.0,1998,male,Australia
334,Thriller,11258,Hard Rain,5.5,181.0,1998,male,Denmark
335,"Comedy, Crime, Romance",25719,Shooting Fish,7.0,23.0,1997,male,United Kingdom
336,"Action, Drama, Romance",11220,Fallen Angels,7.7,113.0,1995,male,Hong Kong
337,"Action, Drama, Thriller, History, Foreign",21253,Four Days in September,7.3,22.0,1997,male,Brazil
338,"Comedy, Drama, Adventure, Fantasy, Music",6116,Spice World,4.7,124.0,1997,male,United Kingdom
339,"Action, Adventure, Science Fiction, Horror",9457,Deep Rising,6.0,155.0,1998,male,Canada
340,"Drama, Crime, Romance",2923,B. Monkey,5.8,14.0,1998,male,United Kingdom
341,"Action, Drama, Romance, Thriller",41577,Tokyo Fist,6.6,29.0,1995,male,Japan
342,"Drama, Crime, Romance, Thriller, Mystery",30949,Palmetto,5.7,29.0,1998,male,Germany
343,"Crime, Thriller",9558,King of New York,6.5,130.0,1990,male,Italy
344,"Comedy, Adventure, Fantasy, Music",6970,Welcome to Woop Woop,6.4,7.0,1998,male,Australia
345,"Drama, Romance, Foreign",47452,Love and Death on Long Island,6.9,11.0,1997,male,Canada
346,"Action, Drama, Adventure",9313,The Man in the Iron Mask,6.3,1052.0,1998,male,United Kingdom
347,"Drama, Crime",5910,Fireworks,7.6,118.0,1997,male,Japan
348,"Comedy, Drama",9440,Primary Colors,6.1,97.0,1998,male,France
349,"Drama, Romance",53092,"Niagara, Niagara",7.7,9.0,1997,male,Canada
350,"Drama, Romance",44308,A Price Above Rubies,5.9,6.0,1998,male,United Kingdom
351,Documentary,1774,The Big One,6.2,24.0,1997,male,United Kingdom
352,"Action, Drama, Crime, Thriller",70581,Heaven's Burning,5.1,5.0,1997,male,Australia
353,"Drama, Romance, Thriller",267,Live Flesh,7.2,89.0,1997,male,France
354,Drama,21252,Nil by Mouth,7.1,35.0,1997,male,United Kingdom
355,"Comedy, Action, Adventure, Fantasy, Family",9449,The Borrowers,5.8,136.0,1997,male,United Kingdom
356,"Adventure, Fantasy",6264,Prince Valiant,4.7,10.0,1997,male,Germany
357,"Comedy, Action, Crime",10622,Mr. Nice Guy,6.2,129.0,1997,male,Australia
358,"Action, Adventure",38618,Tarzan and the Lost City,3.3,10.0,1998,male,Australia
359,"Action, Adventure, Thriller",18316,Black Dog,5.2,45.0,1998,male,France
360,Drama,35796,Lawn Dogs,7.3,32.0,1997,male,United Kingdom
361,"Drama, Crime, Thriller",26610,Insomnia,6.6,55.0,1997,male,Norway
362,"Thriller, Horror",40961,The Ugly,5.9,14.0,1997,male,New Zealand
363,Drama,312,Beyond Silence,6.5,12.0,1996,female,Germany
364,"Drama, Romance, War",17044,The Land Girls,7.0,3.0,1998,male,United Kingdom
365,"Comedy, Drama, Family",21334,Children of Heaven,7.8,113.0,1997,male,Iran
366,"Drama, Romance",47481,Marie from the Bay of Angels,4.0,3.0,1998,male,France
367,"Drama, Crime, Thriller",136134,Resurrection Man,7.0,2.0,1998,male,United Kingdom
368,"Comedy, Action, Crime",12655,I Went Down,6.5,2.0,1997,male,United Kingdom
369,"Drama, Thriller, Mystery",11020,Picnic at Hanging Rock,7.1,156.0,1975,male,Australia
370,"Comedy, Drama, Family",35680,Madeline,5.1,46.0,1998,female,United States of America
371,Drama,23383,Hamlet,7.1,48.0,1948,male,United Kingdom
372,"Comedy, Romance, Adventure, History",5769,Tom Jones,6.1,40.0,1963,male,United Kingdom
373,"Drama, Family, Music",17917,Oliver!,7.0,106.0,1968,male,United Kingdom
374,"Drama, History",9443,Chariots of Fire,6.9,213.0,1981,male,United Kingdom
375,"Drama, History",746,The Last Emperor,7.4,362.0,1987,male,France
376,"Adventure, Fantasy, Family",13597,Labyrinth,7.1,618.0,1986,male,United Kingdom
377,"Drama, Science Fiction",19,Metropolis,8.0,666.0,1927,male,Germany
378,"Action, Drama",346,Seven Samurai,8.2,892.0,1954,male,Japan
379,Drama,11051,The Last Temptation of Christ,7.0,206.0,1988,male,United States of America
380,"Drama, Romance",9769,Lolita,7.0,288.0,1997,male,France
381,"Adventure, Family",37969,The Incredible Journey,6.3,22.0,1963,male,Canada
382,"Action, Drama, Crime, Adventure, Thriller, Mystery",9631,The Negotiator,6.8,593.0,1998,male,Germany
383,Drama,98505,Seventh Heaven,4.7,3.0,1997,male,France
384,"Drama, Romance, War",907,Doctor Zhivago,7.4,252.0,1965,male,Italy
385,"Drama, Fantasy, Mystery",5961,Fanny & Alexander,7.3,138.0,1982,male,Sweden
386,Drama,26648,The Night Porter,6.6,53.0,1974,female,Italy
387,"Adventure, Fantasy, Family",13155,Return to Oz,6.6,122.0,1985,male,United Kingdom
388,"Drama, Horror",19158,Graveyard Shift,4.5,52.0,1990,male,Japan
389,"Drama, Romance, Science Fiction",9314,Nineteen Eighty-Four,6.8,311.0,1984,male,United Kingdom
390,"Crime, Mystery",8688,Snake Eyes,5.8,331.0,1998,male,Canada
391,"Drama, Crime, Romance",23954,Atlantic City,6.7,58.0,1980,male,Canada
392,"Drama, Music",12761,Autumn Sonata,7.8,83.0,1978,male,France
393,"Drama, Adventure, Animation",11837,Watership Down,7.3,159.0,1978,male,United Kingdom
394,Fantasy,11639,The Dark Crystal,7.3,233.0,1982,male,United Kingdom
395,"Adventure, Fantasy",11976,Legend,6.2,282.0,1985,male,United States of America
396,Drama,115872,The Chambermaid on the Titanic,5.3,3.0,1997,male,France
397,Comedy,19381,All I Wanna Do,6.4,23.0,1998,female,Canada
398,"Drama, Crime, Thriller, Mystery",573,Frenzy,7.2,162.0,1972,male,United Kingdom
399,Thriller,1978,Stage Fright,6.8,61.0,1950,male,United Kingdom
400,"Comedy, Drama, Romance",54795,Keep the Aspidistra Flying,6.3,3.0,1997,male,United Kingdom
401,"Drama, Thriller",46748,See the Sea,7.4,7.0,1997,male,France
402,Comedy,14577,Dirty Work,6.5,66.0,1998,male,Canada
403,"Action, Adventure, Thriller",37498,Knock Off,4.7,65.0,1998,male,Aruba
404,"Drama, Romance",38621,Firelight,7.0,15.0,1997,male,United Kingdom
405,Drama,4175,Under Capricorn,6.1,27.0,1949,male,United Kingdom
406,"Crime, Adventure",31995,Jamaica Inn,5.6,43.0,1939,male,United Kingdom
407,"Thriller, Mystery",940,The Lady Vanishes,7.5,183.0,1938,male,United Kingdom
408,"Drama, Crime",2762,Young and Innocent,6.8,42.0,1937,male,United Kingdom
409,"Thriller, Mystery",12684,Sabotage,6.7,60.0,1936,male,United Kingdom
410,Thriller,2761,Secret Agent,6.7,36.0,1936,male,United Kingdom
411,"Drama, Thriller",8208,The Man Who Knew Too Much,6.4,73.0,1934,male,United Kingdom
412,Unknown,52907,Waltzes from Vienna,4.8,11.0,1934,male,United Kingdom
413,"Crime, Thriller, Mystery",15007,Number Seventeen,5.3,19.0,1932,male,United Kingdom
414,"Comedy, Drama, Thriller",36049,Rich and Strange,5.5,16.0,1931,male,United Kingdom
415,Drama,52748,The Skin Game,4.9,15.0,1931,male,United Kingdom
416,"Comedy, Music",75793,Elstree Calling,3.8,2.0,1930,male,United Kingdom
417,Drama,47695,Juno and the Paycock,5.1,11.0,1930,male,United Kingdom
418,"Thriller, Mystery",31930,Murder!,6.3,19.0,1930,male,United Kingdom
419,Drama,20213,The Manxman,5.4,13.0,1929,male,United Kingdom
420,"Drama, Crime, Thriller",543,Blackmail,6.8,45.0,1929,male,United Kingdom
421,Comedy,36054,Champagne,5.6,13.0,1928,male,United Kingdom
422,Drama,52782,Downhill,6.3,11.0,1927,male,United Kingdom
423,Drama,36056,The Ring,6.1,16.0,1927,male,United Kingdom
424,"Drama, Crime, Thriller",2760,The Lodger: A Story of the London Fog,7.2,49.0,1927,male,United Kingdom
425,"Action, Drama, History, Western",69848,One Man's Hero,9.3,2.0,1999,male,United States of America
426,Drama,122289,Lilian's Story,6.0,2.0,1996,male,Australia
427,Drama,72987,A Soldier's Daughter Never Cries,7.0,5.0,1998,male,France
428,"Action, Crime, Adventure, Thriller",8195,Ronin,6.8,670.0,1998,male,France
429,"Comedy, Drama, Crime, Thriller",26618,Clay Pigeons,6.3,39.0,1998,male,Germany
430,"Drama, Crime, Thriller",21132,Monument Ave.,6.3,8.0,1998,male,Canada
431,"Drama, Romance, Adventure",24016,The Sheltering Sky,6.4,51.0,1990,male,Italy
432,"Drama, Foreign",14785,Bandit Queen,7.1,11.0,1994,male,India
433,Drama,14794,If....,7.2,80.0,1968,male,United Kingdom
434,"Comedy, Horror",3486,The Fiendish Plot of Dr. Fu Manchu,4.4,12.0,1980,male,United Kingdom
435,Comedy,43106,The Battle of the Sexes,7.2,7.0,1960,male,United Kingdom
436,"Drama, TV Movie",4975,Love Is the Devil: Study for a Portrait of Francis Bacon,6.7,19.0,1998,male,United Kingdom
437,"Drama, Foreign",1039,The Inheritors,6.6,7.0,1998,male,Austria
438,"Drama, History",1955,The Elephant Man,7.9,740.0,1980,male,United Kingdom
439,"Drama, Thriller",9445,Apt Pupil,6.2,168.0,1998,male,France
440,"Comedy, Drama",637,Life Is Beautiful,8.3,3643.0,1997,male,Italy
441,Comedy,8675,Orgazmo,6.2,116.0,1997,male,Japan
442,Drama,3033,Gods and Monsters,6.8,82.0,1998,male,United Kingdom
443,"Drama, Music",1808,Velvet Goldmine,6.9,119.0,1998,male,United Kingdom
444,Drama,5332,Dancing at Lughnasa,6.0,10.0,1998,male,Ireland
445,"Comedy, Drama, Music",21589,Hard Core Logo,6.4,8.0,1996,male,Canada
446,"Action, Thriller",11893,Runaway Train,7.0,129.0,1985,male,Israel
447,Drama,19426,Nights of Cabiria,7.9,122.0,1957,male,Italy
448,Drama,666,Central Station,7.6,132.0,1998,male,Brazil
449,Drama,309,The Celebration,7.7,213.0,1998,male,Denmark
450,"Action, Drama, Adventure",11532,The Emerald Forest,7.0,64.0,1985,male,United Kingdom
451,"Thriller, Fantasy, Science Fiction, Horror",11954,Lifeforce,6.2,136.0,1985,male,United Kingdom
452,Drama,27104,Steam: The Turkish Bath,6.4,24.0,1997,male,Spain
453,"Drama, Fantasy, Family",24951,Prancer,5.7,17.0,1989,male,Canada
454,"Action, Drama, Crime",16885,The General,6.5,24.0,1998,male,Ireland
455,Drama,76857,The Theory of Flight,6.0,7.0,1999,male,United Kingdom
456,"Drama, History, War",8741,The Thin Red Line,7.2,793.0,1998,male,Canada
457,"Comedy, Drama, War",10368,Tea with Mussolini,5.8,32.0,1999,male,United Kingdom
458,"Drama, History",11365,Wilde,6.7,62.0,1997,male,Germany
459,"Drama, Music",46992,Hilary and Jackie,6.5,23.0,1998,male,United Kingdom
460,"Comedy, Drama, Romance",22913,24 7: Twenty Four Seven,6.3,10.0,1997,male,United Kingdom
461,"Action, Science Fiction, Horror",9423,Virus,5.0,151.0,1999,male,United States of America
462,"Drama, Thriller, Mystery",192,The Name of the Rose,7.2,739.0,1986,male,France
463,Drama,6187,Dry Cleaning,4.7,5.0,1997,female,France
464,"Drama, Romance",8129,My Name Is Joe,7.1,29.0,1998,male,Germany
465,"Comedy, Music",1618,Still Crazy,7.1,35.0,1998,male,United Kingdom
466,"Thriller, Horror",11167,Peeping Tom,7.6,148.0,1960,male,United Kingdom
467,"Drama, Music",9524,Comedian Harmonists,6.7,13.0,1997,male,Austria
468,"Fantasy, Science Fiction, Animation",16306,Fantastic Planet,7.6,140.0,1973,male,Czech Republic
469,"Comedy, Romance",26425,Just the Ticket,5.8,8.0,1999,male,France
470,"Comedy, Crime",100,"Lock, Stock and Two Smoking Barrels",7.5,1671.0,1998,male,United Kingdom
471,"Drama, Romance, Mystery",77936,The School of Flesh,5.7,7.0,1998,male,Belgium
472,"Action, Science Fiction",10350,Wing Commander,4.0,75.0,1999,male,Luxembourg
473,"Thriller, Mystery, Horror",11772,The Haunting,7.2,153.0,1963,male,United Kingdom
474,"Drama, Thriller, Horror",9540,Dead Ringers,7.0,176.0,1988,male,Canada
475,"Science Fiction, Horror",11773,Village of the Damned,7.1,92.0,1960,male,United Kingdom
476,"Thriller, Science Fiction",30202,Children of the Damned,5.9,24.0,1964,male,United Kingdom
477,"Drama, Thriller",1567,I Stand Alone,7.5,99.0,1998,male,France
478,"Comedy, Thriller, Horror, Western",10212,Ravenous,6.8,144.0,1999,female,Czech Republic
479,"Action, Drama, Foreign",11526,Bandits,5.4,10.0,1997,female,France
480,"Comedy, Romance",125123,Among Giants,4.5,2.0,1998,male,United Kingdom
481,"Drama, Romance",28029,A Walk on the Moon,6.2,21.0,1999,male,Australia
482,"Drama, Romance, Foreign",65749,Tango,6.8,6.0,1998,male,Argentina
483,"Comedy, Drama",30950,Metroland,6.1,8.0,1997,male,France
484,"Drama, Crime, Thriller",11660,Following,7.2,363.0,1998,male,United Kingdom
485,"Comedy, Action",18764,Twin Dragons,6.2,72.0,1992,male,Hong Kong
486,"Drama, Romance, Mystery",1414,Lovers of the Arctic Circle,7.1,54.0,1998,male,Spain
487,"Drama, Romance",10209,Hideous Kinky,6.2,23.0,1998,male,France
488,Comedy,22826,The Monster,6.8,126.0,1994,male,Italy
489,"Drama, Thriller",1902,Open Your Eyes,7.4,211.0,1997,male,Spain
490,"Comedy, Drama",12596,Pushing Tin,5.7,117.0,1999,male,Germany
491,"Action, Thriller, Science Fiction, Horror",1946,eXistenZ,6.7,487.0,1999,male,Canada
492,"Action, Fantasy, Science Fiction",42230,The Mighty Peking Man,4.8,12.0,1977,male,Hong Kong
493,"Drama, Foreign",139445,Nô,7.0,1.0,1998,male,Canada
494,"Drama, Romance, Mystery",1844,Entrapment,6.0,613.0,1999,male,United Kingdom
495,"Drama, Romance",24584,Get Real,6.6,45.0,1998,male,United Kingdom
496,Drama,28519,The Winslow Boy,6.4,22.0,1999,male,United Kingdom
497,"Comedy, Drama",13852,The Castle,7.4,69.0,1997,male,Australia
498,"Drama, Romance",25232,This Is My Father,4.5,2.0,1999,male,Canada
499,"Drama, Foreign",33194,Xiu Xiu: The Sent-Down Girl,7.3,7.0,1998,female,China
500,"Comedy, Drama, Romance, Fantasy",10210,A Midsummer Night's Dream,6.4,95.0,1999,male,Italy
501,"Drama, Fantasy",17962,After Life,7.3,49.0,1998,male,Japan
502,"Drama, Romance",44297,Besieged,7.2,14.0,1998,male,Italy
503,"Comedy, Drama, Fantasy, Mystery",8785,The Saragossa Manuscript,7.4,23.0,1965,male,Poland
504,"Comedy, Drama, Romance",509,Notting Hill,7.0,1309.0,1999,male,United Kingdom
505,Drama,24858,Eternity and a Day,7.1,14.0,1998,male,France
506,Drama,15059,The Loss of Sexual Innocence,5.2,9.0,1999,male,United Kingdom
507,"Comedy, Drama, Romance",55912,Twice Upon a Yesterday,5.1,8.0,1998,female,Spain
508,"Documentary, Music",11779,Buena Vista Social Club,7.3,76.0,1999,male,Cuba
509,"Drama, Romance, Thriller, Mystery, Music",14283,The Red Violin,7.2,101.0,1998,male,Canada
510,"Drama, Crime, Thriller, Mystery",2275,The General's Daughter,6.1,209.0,1999,male,Germany
511,"Comedy, Drama, Romance",24137,An Ideal Husband,6.3,47.0,1999,male,United Kingdom
512,"Action, Drama, Thriller",104,Run Lola Run,7.2,672.0,1998,male,Germany
513,Drama,13821,The Boys,6.8,3.0,1998,male,Australia
514,Comedy,9421,The Dinner Game,7.7,408.0,1998,male,France
515,"Comedy, Drama, Foreign",55955,My Son the Fanatic,4.7,3.0,1997,male,United Kingdom
516,"Drama, Foreign",78568,"Late August, Early September",7.3,4.0,1998,male,France
517,"Comedy, Drama",48958,My Life So Far,6.1,10.0,1999,male,United Kingdom
518,"Drama, Mystery",345,Eyes Wide Shut,7.1,1266.0,1999,male,United Kingdom
519,"Action, Thriller, Science Fiction",8914,Deep Blue Sea,5.6,616.0,1999,male,Australia
520,"Drama, Romance",802,Lolita,7.3,409.0,1962,male,United Kingdom
521,"Drama, Romance, War",3175,Barry Lyndon,7.7,521.0,1975,male,United Kingdom
522,"Comedy, Drama, Crime",3934,Ménage,6.0,25.0,1986,male,France
523,"Drama, Romance",41166,Plenty,5.9,8.0,1985,male,United Kingdom
524,Comedy,16406,Dick,5.7,67.0,1999,male,Canada
525,Drama,91076,Illuminata,6.3,7.0,1998,male,Spain
526,Comedy,89861,Stiff Upper Lips,10.0,1.0,1998,male,United Kingdom
527,"Drama, Romance",102489,Alice and Martin,6.0,6.0,1998,male,France
528,"Drama, Romance",18212,Better Than Chocolate,6.4,25.0,1999,female,Canada
529,Drama,13817,Head On,5.8,18.0,1998,female,Australia
530,"Romance, Thriller",48781,Never Talk to Strangers,4.7,31.0,1995,male,United States of America
531,"Drama, Horror",29030,The Tomb of Ligeia,5.8,43.0,1964,male,United Kingdom
532,"Drama, Horror",25319,The Masque of the Red Death,6.6,62.0,1964,male,United Kingdom
533,"Comedy, Horror, Music",24103,Haunted Honeymoon,5.4,45.0,1986,male,United Kingdom
534,Comedy,9267,And Now for Something Completely Different,7.1,139.0,1971,male,United Kingdom
535,"Comedy, Horror",9406,An American Werewolf in Paris,5.3,154.0,1997,male,France
536,"Drama, Romance",39780,Oscar and Lucinda,6.2,26.0,1997,female,Australia
537,"Comedy, Crime, Romance",10154,Mickey Blue Eyes,5.3,142.0,1999,male,United Kingdom
538,"Thriller, Mystery",30964,The Lost Son,5.8,6.0,1999,male,France
539,Drama,52366,Lucie Aubrac,5.9,8.0,1997,male,France
540,"Comedy, Romance",6373,The Very Thought of You,5.0,11.0,1998,male,United Kingdom
541,"Comedy, Drama, Romance",40694,Bedrooms and Hallways,5.9,11.0,1998,female,United Kingdom
542,"Comedy, Drama, Music",40879,Whiteboyz,4.8,4.0,1999,male,France
543,"Drama, Romance",47697,Othello,6.5,35.0,1951,male,France
544,"Drama, Romance, History",9453,Caligula,5.3,147.0,1979,male,Italy
545,Comedy,35122,Splendor,5.5,14.0,1999,male,United Kingdom
546,Comedy,142132,Sugar Town,5.5,2.0,1999,female,United Kingdom
547,"Adventure, Fantasy",11527,Excalibur,7.1,241.0,1981,male,United Kingdom
548,"Drama, Romance, Thriller, Mystery",1049,Sommersby,6.0,82.0,1993,male,France
549,"Drama, Fantasy, Family, Animation",28032,Thumbelina,6.1,117.0,1994,male,Ireland
550,"Drama, Music",11326,Tommy,6.5,69.0,1975,male,United Kingdom
551,"Drama, Crime, Thriller, Mystery",10398,Double Jeopardy,6.2,282.0,1999,male,Canada
552,"Comedy, Drama, History",2290,Jakob the Liar,6.1,91.0,1999,male,France
553,"Comedy, Romance",62994,Dog Park,5.8,4.0,1998,male,Canada
554,"Comedy, Action, Thriller",32305,Simon Sez,3.6,17.0,1999,male,Belgium
555,"Comedy, Drama",15198,"Mystery, Alaska",6.0,71.0,1999,male,Canada
556,"Comedy, Action, Drama",10381,Plunkett & MacLeane,6.1,49.0,1999,male,United Kingdom
557,"Comedy, Drama, Foreign, Music",5622,And the Ship Sails On,7.0,22.0,1983,male,Italy
558,"Comedy, Action, Drama",11712,Sanjuro,7.8,122.0,1962,male,Japan
559,"Comedy, Family",13824,Superstar,5.0,85.0,1999,male,Canada
560,"Drama, Foreign",69851,The Grandfather,6.7,11.0,1998,male,Spain
561,"Drama, Romance, War",11541,The Year of Living Dangerously,6.8,84.0,1982,male,Australia
562,"Drama, Romance",2457,Children of Paradise,7.9,79.0,1945,male,France
563,Drama,8416,The Conformist,7.6,129.0,1970,male,Italy
564,"Drama, Romance",851,Brief Encounter,7.6,123.0,1945,male,United Kingdom
565,Drama,2593,The Fire Within,7.4,38.0,1963,male,France
566,Unknown,42020,El Amor Brujo,7.0,4.0,1986,male,Spain
567,"Drama, Science Fiction, Mystery",48797,Man Facing Southeast,7.1,12.0,1986,male,Argentina
568,"Drama, Romance",2731,Indochine,7.2,32.0,1992,male,France
569,Drama,550,Fight Club,8.3,9678.0,1999,male,Germany
570,"Comedy, Romance",1610,Fever Pitch,6.1,53.0,1997,male,United Kingdom
571,"Comedy, Adventure, Fantasy, Science Fiction, Family",36819,Time Bandits,6.6,255.0,1981,male,United Kingdom
572,"Drama, Romance",42726,A Man and a Woman,7.2,33.0,1966,male,France
573,"Action, Drama, Adventure",9343,Fitzcarraldo,7.7,151.0,1982,male,Germany
574,"Drama, War",42006,Red Sorghum,7.0,36.0,1987,male,China
575,"Comedy, Romance",10563,Three to Tango,5.4,63.0,1999,male,Australia
576,"Drama, Romance",108346,Dreaming of Joseph Lees,6.0,2.0,1999,male,United Kingdom
577,"Adventure, Fantasy, Animation",128,Princess Mononoke,8.2,2041.0,1997,male,Japan
578,Documentary,8672,My Best Fiend,7.6,45.0,1999,male,Germany
579,"Comedy, Drama, War",8056,Train of Life,7.4,48.0,1998,male,Belgium
580,"Drama, Romance, Science Fiction",16129,Last Night,7.0,41.0,1998,male,Canada
581,Drama,11489,Rosetta,7.2,52.0,1999,male,France
582,"Comedy, Drama, Romance",25560,The Taming of the Shrew,6.9,35.0,1967,male,Italy
583,"Drama, Thriller",11878,Yojimbo,8.0,334.0,1961,male,Japan
584,"Drama, Adventure",62204,Quest for Fire,7.2,111.0,1981,male,Canada
585,"Comedy, Drama",11790,Peter's Friends,6.7,46.0,1992,male,United Kingdom
586,Comedy,276635,Experience Preferred...But Not Essential,7.5,2.0,1982,male,United Kingdom
587,"Action, Drama, Adventure, History, War",10047,The Messenger: The Story of Joan of Arc,6.2,373.0,1999,male,France
588,Drama,47692,Felicia's Journey,6.3,24.0,1999,male,Canada
589,"Comedy, Drama",4203,Women on the Verge of a Nervous Breakdown,7.6,149.0,1988,male,Spain
590,"Drama, Thriller, Horror",11481,Repulsion,7.5,218.0,1965,male,United Kingdom
591,"Drama, Romance",10399,Mansfield Park,6.7,81.0,1999,female,United Kingdom
592,"Drama, Thriller, Fantasy, Mystery",2668,Sleepy Hollow,6.9,1774.0,1999,male,Germany
